Player,Team,Pos,GP,CTR%,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,WCPM,W%
beishang,Team WE,2,43,0.65,133,83,301,5.20,0.74,0.23,0.15,0.42,14,93,2.9,6.10,0.18,316,0.17,221,0.20,0.39,0.47,0.56
Betty,Royal Never Give Up,4,18,0.56,62,24,81,6.00,0.71,0.31,0.14,0.39,-89,-51,-5.9,9.00,0.33,494,0.31,285,0.26,0.55,0.42,0.50
Bin,Suning,1,42,0.50,135,114,213,3.10,0.63,0.25,0.23,0.17,205,181,3.7,8.20,0.26,478,0.24,277,0.25,0.34,0.15,0.60
Biubiu,Victory Five,1,41,0.44,102,85,195,3.50,0.57,0.20,0.21,0.27,89,53,0.9,7.60,0.23,352,0.20,250,0.22,0.42,0.18,0.63
Breathe,Oh My God,1,40,0.60,128,140,162,2.10,0.59,0.26,0.23,0.18,12,-50,2.4,8.20,0.26,472,0.26,265,0.24,0.38,0.18,0.38
Chelizi,Dominus Esports,1,30,0.37,72,96,128,2.10,0.62,0.22,0.19,0.33,7,-98,-2.7,7.60,0.25,386,0.23,241,0.23,0.42,0.13,0.20
chenlun17,LNG Esports,1,15,0.73,31,43,46,1.80,0.57,0.23,0.21,0.20,-119,-31,-4.1,7.70,0.24,395,0.23,228,0.23,0.39,0.17,0.27
CJJ,eStar,1,5,0.40,8,19,26,1.80,0.65,0.15,0.22,0.60,-18,16,12.2,8.60,0.27,407,0.22,247,0.24,0.43,0.19,0.00
COLD,Oh My God,5,27,0.48,16,81,205,2.70,0.66,0.05,0.20,0.22,0,-34,1.3,1.00,0.03,146,0.08,95,0.09,1.66,0.33,0.41
Crazy,Rogue Warriors,1,3,0.33,1,10,9,1.00,0.48,0.05,0.15,0.33,229,-90,-2.3,7.50,0.27,366,0.20,199,0.22,0.45,0.12,0.00
Crisp,FunPlus Phoenix,5,41,0.32,37,116,317,3.10,0.63,0.07,0.21,0.24,38,-31,3,1.30,0.03,132,0.07,102,0.09,1.57,0.3,0.54
Cryin,Royal Never Give Up,3,4,0.75,11,5,8,3.80,0.70,0.41,0.15,0.50,455,-103,1.8,9.40,0.31,376,0.26,277,0.28,0.41,0.13,0.25
Cube,Vici Gaming,1,41,0.51,87,104,217,2.90,0.60,0.17,0.21,0.10,-26,0,0.7,8.00,0.24,445,0.24,246,0.22,0.52,0.13,0.46
Doinb,FunPlus Phoenix,3,41,0.76,144,107,290,4.10,0.78,0.26,0.20,0.29,-170,-130,-2.6,8.50,0.27,537,0.28,278,0.25,0.44,0.21,0.54
Duan,LNG Esports,5,19,0.26,8,70,125,1.90,0.65,0.04,0.26,0.26,-43,211,-2.3,1.10,0.03,142,0.08,89,0.09,1.46,0.38,0.32
Eric,Oh My God,4,7,0.57,28,24,40,2.80,0.70,0.29,0.22,0.29,-226,-36,-4.7,8.60,0.31,632,0.31,281,0.26,0.42,0.36,0.43
Fenfen,eStar,3,38,0.37,91,103,218,3.00,0.68,0.20,0.17,0.26,-207,-255,-7.3,7.80,0.23,441,0.23,244,0.23,0.37,0.17,0.34
Flandre,LNG Esports,1,21,0.52,61,58,103,2.80,0.70,0.26,0.24,0.14,20,87,6.3,8.90,0.28,602,0.29,281,0.25,0.21,0.3,0.43
FoFo,Bilibili Gaming,3,39,0.54,142,90,175,3.50,0.72,0.32,0.17,0.18,75,-42,2.2,8.20,0.24,560,0.29,256,0.24,0.44,0.19,0.44
Forge,Vici Gaming,3,7,0.43,12,26,39,2.00,0.77,0.18,0.29,0.57,-45,97,4,8.50,0.24,443,0.25,240,0.23,0.42,0.24,0.29
GALA,Royal Never Give Up,4,21,0.33,81,43,141,5.20,0.69,0.25,0.16,0.33,334,165,11.1,10.00,0.34,565,0.29,324,0.28,0.31,0.3,0.57
Garvey,LGD Gaming,1,1,1.00,3,3,1,1.30,0.57,0.43,0.23,0.00,-280,-300,-8,7.10,0.22,367,0.28,221,0.23,0.43,0.13,0.00
GimGoon,FunPlus Phoenix,1,13,0.54,34,46,97,2.80,0.66,0.17,0.26,0.08,-316,-194,-7,7.10,0.23,540,0.27,247,0.21,0.5,0.23,0.69
H4cker,Oh My God,2,41,0.37,82,125,250,2.70,0.67,0.17,0.20,0.37,-31,-98,-0.6,5.30,0.16,203,0.11,185,0.17,0.48,0.39,0.37
Hang,Vici Gaming,5,24,0.54,12,70,156,2.40,0.63,0.05,0.24,0.29,93,22,6.3,1.60,0.04,125,0.07,101,0.09,1.63,0.41,0.46
Haro,Rogue Warriors,2,31,0.45,107,85,175,3.30,0.74,0.28,0.18,0.45,-89,-138,-1.9,6.30,0.21,284,0.16,225,0.22,0.43,0.37,0.35
Helper,Dominus Esports,4,6,0.83,14,16,20,2.10,0.77,0.32,0.14,0.17,-502,-244,-16,7.40,0.26,416,0.23,240,0.24,0.4,0.32,0.00
Holder,Rogue Warriors,1,33,0.36,79,130,169,1.90,0.62,0.20,0.26,0.24,-146,-133,-7.5,6.60,0.20,333,0.19,210,0.21,0.3,0.18,0.33
Hope,EDward Gaming,4,33,0.48,138,70,210,5.00,0.73,0.29,0.19,0.18,50,32,1,9.70,0.33,519,0.29,312,0.27,0.46,0.43,0.58
huanfeng,Suning,4,42,0.52,141,81,218,4.40,0.65,0.26,0.16,0.21,20,-40,-0.4,9.30,0.33,565,0.29,297,0.27,0.43,0.29,0.60
iBoy,Vici Gaming,4,41,0.46,139,94,211,3.70,0.69,0.28,0.19,0.20,-31,70,-1.5,9.40,0.32,516,0.28,296,0.27,0.52,0.45,0.46
icon,Oh My God,3,41,0.56,127,115,201,2.90,0.66,0.26,0.19,0.12,-71,-55,2.6,8.40,0.25,492,0.27,258,0.24,0.39,0.14,0.37
irma,eStar,3,2,0.00,4,5,6,2.00,0.63,0.25,0.18,0.00,208,226,9,7.80,0.21,300,0.22,231,0.22,0.41,0.13,0.00
Iwandy,LNG Esports,5,17,0.65,6,39,114,3.10,0.72,0.04,0.21,0.24,83,110,1.8,1.40,0.04,147,0.08,100,0.09,1.69,0.4,0.41
JackeyLove,Top Esports,4,35,0.49,166,99,219,3.90,0.70,0.30,0.24,0.20,0,-21,4.7,9.30,0.30,708,0.33,317,0.26,0.36,0.5,0.71
Jiejie,EDward Gaming,2,27,0.22,82,49,225,6.30,0.75,0.20,0.16,0.44,52,-93,-1.9,5.00,0.14,247,0.14,200,0.17,0.55,0.42,0.59
Jiumeng,Team WE,4,43,0.51,195,107,256,4.20,0.77,0.33,0.20,0.23,58,13,5.4,9.60,0.33,664,0.35,314,0.28,0.38,0.4,0.56
JunJia,EDward Gaming,2,11,0.27,33,28,67,3.60,0.70,0.23,0.19,0.55,65,125,3.3,5.40,0.16,250,0.14,198,0.18,0.56,0.44,0.36
kaixuan,Rogue Warriors,5,3,0.67,3,22,18,1.00,0.66,0.09,0.30,0.33,-469,-279,-1,1.30,0.04,127,0.07,102,0.11,1.56,0.32,0.00
Kanavi,JD Gaming,2,39,0.64,134,94,281,4.40,0.69,0.22,0.23,0.38,-76,19,0.2,6.50,0.19,357,0.18,238,0.20,0.41,0.51,0.72
Karsa,Top Esports,2,37,0.49,85,89,319,4.50,0.67,0.14,0.21,0.35,-218,-251,-4.8,5.20,0.15,227,0.11,200,0.17,0.52,0.38,0.73
Khan,FunPlus Phoenix,4,3,0.67,16,10,11,2.70,0.55,0.33,0.17,0.33,-8,1058,-3.3,7.30,0.24,635,0.28,267,0.24,0.42,0.26,0.33
Khan,FunPlus Phoenix,1,28,0.57,71,67,147,3.30,0.61,0.20,0.18,0.32,-64,-41,-1.1,7.30,0.23,407,0.21,230,0.21,0.46,0.21,0.46
Killua,LGD Gaming,5,1,1.00,0,4,6,1.50,1.00,0.00,0.21,0.00,100,-938,-10,0.60,0.02,311,0.19,85,0.09,1.65,0.48,0.00
Kingen,Bilibili Gaming,1,31,0.61,63,106,144,2.00,0.62,0.19,0.26,0.42,73,-66,-1.1,7.30,0.22,437,0.24,225,0.21,0.4,0.18,0.45
knight,Top Esports,3,37,0.46,211,63,244,7.20,0.76,0.35,0.15,0.22,204,107,3.8,9.00,0.27,576,0.27,311,0.26,0.35,0.31,0.73
Kramer,LGD Gaming,4,40,0.43,144,68,204,5.10,0.69,0.29,0.15,0.23,-24,58,-3.5,9.40,0.32,572,0.31,301,0.27,0.45,0.35,0.55
l3est16,Bilibili Gaming,2,12,0.25,19,32,53,2.30,0.70,0.18,0.18,0.25,61,7,-0.3,5.60,0.16,220,0.13,188,0.19,0.42,0.44,0.25
LANGX,LGD Gaming,1,39,0.38,87,104,198,2.70,0.58,0.18,0.23,0.18,97,25,-1.5,7.90,0.24,354,0.20,243,0.22,0.41,0.18,0.56
Ley,Rogue Warriors,5,33,0.39,16,106,270,2.70,0.74,0.04,0.21,0.27,-78,-98,-1.1,1.10,0.04,153,0.09,96,0.09,1.45,0.37,0.33
Leyan,Vici Gaming,2,22,0.41,59,73,111,2.30,0.64,0.22,0.25,0.41,218,336,5.6,6.50,0.20,339,0.18,217,0.20,0.38,0.58,0.41
Light,LNG Esports,4,36,0.33,121,77,144,3.40,0.71,0.33,0.17,0.17,-44,-138,-1.4,9.30,0.32,524,0.28,290,0.27,0.39,0.29,0.36
LokeN,JD Gaming,4,39,0.44,173,69,262,6.30,0.72,0.29,0.17,0.28,162,22,2,9.30,0.29,556,0.28,310,0.26,0.4,0.3,0.72
LvMao,JD Gaming,5,39,0.51,28,104,397,4.10,0.71,0.05,0.25,0.33,6,110,0.3,1.10,0.03,160,0.08,110,0.09,1.67,0.36,0.72
Lwx,FunPlus Phoenix,4,38,0.45,139,82,233,4.50,0.73,0.27,0.17,0.16,83,52,-1.6,8.80,0.30,512,0.27,287,0.26,0.46,0.34,0.55
Maestro,Vici Gaming,5,17,0.53,14,48,120,2.80,0.57,0.06,0.23,0.12,13,84,1.5,1.00,0.03,117,0.07,93,0.09,1.51,0.25,0.47
Maple,LNG Esports,3,36,0.47,98,79,169,3.40,0.72,0.26,0.18,0.19,36,-100,0.7,7.90,0.22,506,0.27,236,0.22,0.5,0.18,0.36
Mark,LGD Gaming,5,39,0.46,18,95,316,3.50,0.67,0.04,0.22,0.26,57,-74,0.5,1.10,0.03,135,0.07,98,0.09,1.67,0.39,0.56
Meiko,EDward Gaming,5,38,0.55,27,104,345,3.60,0.67,0.05,0.23,0.24,43,-36,0.2,1.10,0.03,150,0.08,103,0.09,1.58,0.34,0.53
Meteor,Bilibili Gaming,2,27,0.48,67,58,198,4.60,0.78,0.20,0.17,0.56,247,199,1.8,5.80,0.17,285,0.14,207,0.19,0.4,0.5,0.52
Ming,Royal Never Give Up,5,39,0.56,31,106,315,3.30,0.66,0.06,0.24,0.36,196,59,1,1.30,0.04,161,0.09,109,0.10,1.67,0.37,0.54
Missing,Team WE,5,43,0.56,34,144,377,2.90,0.70,0.06,0.27,0.23,-61,-35,-4,1.20,0.03,175,0.09,105,0.09,1.74,0.45,0.56
Mitsuki,Dominus Esports,5,15,0.27,6,57,88,1.60,0.65,0.04,0.21,0.20,-69,-14,1.3,1.00,0.03,140,0.09,82,0.08,1.32,0.17,0.20
Mole,Victory Five,3,41,0.37,130,93,236,3.90,0.70,0.25,0.22,0.37,23,-98,-2.3,7.70,0.21,490,0.28,250,0.22,0.3,0.17,0.63
Morgan,Team WE,1,43,0.28,88,102,259,3.40,0.59,0.15,0.19,0.16,-128,-176,-4.6,7.50,0.23,343,0.18,234,0.21,0.36,0.27,0.56
New,Royal Never Give Up,1,38,0.58,86,103,182,2.60,0.52,0.17,0.24,0.16,27,128,-0.8,7.60,0.23,358,0.20,238,0.21,0.39,0.16,0.55
Ning,Invictus Gaming,2,41,0.39,117,97,298,4.30,0.70,0.20,0.17,0.32,-75,-111,-0.1,5.50,0.15,264,0.12,208,0.18,0.38,0.35,0.63
Peanut,LGD Gaming,2,40,0.65,114,97,250,3.80,0.73,0.23,0.21,0.48,140,63,-0.5,5.70,0.17,291,0.16,206,0.18,0.37,0.58,0.55
ppgod,Victory Five,5,41,0.54,16,102,364,3.70,0.73,0.03,0.25,0.15,-40,37,-0.1,1.00,0.03,128,0.07,104,0.09,1.6,0.31,0.63
Puff,Invictus Gaming,4,41,0.56,182,88,198,4.30,0.64,0.31,0.16,0.20,-38,-147,-2,9.40,0.33,549,0.25,311,0.26,0.4,0.4,0.63
QiuQiu,Top Esports,4,2,0.50,8,7,23,4.40,0.65,0.17,0.29,0.50,420,-208,-4,8.40,0.24,543,0.21,295,0.22,0.51,0.32,1.00
rat,eStar,4,9,0.56,30,20,44,3.70,0.69,0.28,0.15,0.22,-47,268,-3.1,9.00,0.31,503,0.25,281,0.26,0.38,0.26,0.22
Reheal,Invictus Gaming,5,4,0.50,0,16,37,2.30,0.67,0.00,0.28,0.50,-166,-259,-2,1.00,0.02,130,0.06,93,0.08,1.23,0.23,0.50
Rookie,Invictus Gaming,3,41,0.59,131,104,272,3.90,0.68,0.22,0.19,0.17,104,126,8.7,8.00,0.23,610,0.27,265,0.22,0.37,0.23,0.63
Ruby,Rogue Warriors,3,18,0.28,62,63,103,2.60,0.75,0.28,0.18,0.28,-153,102,-0.9,7.20,0.23,544,0.29,226,0.23,0.46,0.27,0.17
SamD,Victory Five,4,36,0.58,130,66,182,4.70,0.68,0.29,0.18,0.06,-67,67,0.6,10.20,0.36,491,0.28,323,0.28,0.45,0.42,0.61
Scout,EDward Gaming,3,38,0.42,138,80,274,5.20,0.75,0.25,0.18,0.39,173,106,0.3,8.60,0.27,526,0.29,285,0.25,0.37,0.2,0.53
ShiauC,eStar,5,40,0.63,34,147,300,2.30,0.71,0.07,0.24,0.35,40,46,-1.8,1.10,0.03,159,0.09,101,0.09,1.77,0.36,0.33
Smlz,Oh My God,4,34,0.53,101,103,164,2.60,0.67,0.25,0.20,0.29,60,-13,1.7,9.20,0.31,487,0.27,280,0.26,0.37,0.36,0.35
SofM,Suning,2,42,0.36,98,103,294,3.80,0.71,0.18,0.21,0.36,5,88,2.7,5.50,0.16,272,0.13,197,0.17,0.75,0.62,0.60
Sora,Oh My God,5,14,0.43,12,31,113,4.00,0.79,0.08,0.15,0.50,-19,-105,-1.1,1.20,0.03,178,0.09,100,0.10,1.73,0.38,0.29
Southwind,Invictus Gaming,5,21,0.48,12,52,149,3.10,0.62,0.05,0.19,0.14,10,1,0.8,1.10,0.03,154,0.07,105,0.09,1.52,0.3,0.52
SwordArt,Suning,5,42,0.57,44,111,330,3.40,0.68,0.08,0.22,0.24,-14,35,-0.9,1.00,0.03,151,0.08,107,0.10,1.75,0.31,0.60
Teacherma,Team WE,3,43,0.53,134,105,298,4.10,0.74,0.23,0.19,0.21,-88,-67,-4.4,7.80,0.23,386,0.21,248,0.22,0.37,0.16,0.56
TheShy,Invictus Gaming,1,41,0.61,134,155,206,2.20,0.57,0.23,0.28,0.12,200,89,10.9,8.20,0.26,651,0.29,284,0.24,0.38,0.16,0.63
Tian,FunPlus Phoenix,2,41,0.54,118,118,275,3.30,0.70,0.21,0.22,0.46,-30,97,3.8,5.70,0.17,310,0.16,207,0.19,0.51,0.45,0.54
Twila,Dominus Esports,3,36,0.44,92,122,154,2.00,0.67,0.25,0.20,0.22,-131,64,0.4,8.10,0.24,442,0.26,241,0.24,0.41,0.21,0.17
Wei,eStar,2,40,0.70,130,125,213,2.70,0.72,0.27,0.20,0.48,91,70,0.3,5.80,0.17,344,0.19,213,0.20,0.79,0.58,0.33
Weiwei,Victory Five,2,41,0.41,124,66,268,5.90,0.75,0.24,0.16,0.34,161,262,3.4,6.10,0.18,309,0.17,225,0.20,0.5,0.46,0.63
Wings,Bilibili Gaming,4,39,0.46,114,89,189,3.40,0.68,0.26,0.17,0.08,-62,80,3.1,9.90,0.36,549,0.28,300,0.28,0.5,0.4,0.44
Wink,eStar,4,31,0.42,95,94,154,2.60,0.68,0.26,0.19,0.19,286,117,8.5,9.70,0.33,607,0.33,299,0.28,0.41,0.36,0.35
Wuming,Rogue Warriors,3,18,0.50,44,36,96,3.90,0.70,0.22,0.16,0.06,-328,-303,-12.1,7.30,0.22,391,0.24,224,0.22,0.47,0.17,0.44
Xiaguang,EDward Gaming,4,5,0.60,19,11,26,4.10,0.62,0.26,0.13,0.20,-541,-174,-24.2,7.70,0.30,503,0.27,263,0.25,0.46,0.34,0.20
Xiaobai,eStar,1,35,0.40,82,110,149,2.10,0.55,0.19,0.21,0.29,-168,-144,-7.6,7.40,0.23,332,0.18,228,0.21,0.38,0.14,0.37
Xiaohu,Royal Never Give Up,3,35,0.57,124,72,222,4.80,0.70,0.25,0.18,0.20,225,177,3.2,8.60,0.26,487,0.26,280,0.25,0.37,0.24,0.57
Xiaopeng,Dominus Esports,2,36,0.67,82,138,189,2.00,0.74,0.22,0.23,0.47,-155,-127,-3.4,5.60,0.17,287,0.17,195,0.19,0.52,0.53,0.17
Xiaoxiang,EDward Gaming,1,18,0.44,73,51,103,3.50,0.67,0.28,0.28,0.39,17,-80,-3.3,7.80,0.24,396,0.23,261,0.22,0.45,0.19,0.61
XinMo,Bilibili Gaming,5,39,0.44,21,119,277,2.50,0.67,0.05,0.23,0.13,-123,-58,-2.1,0.90,0.02,132,0.07,87,0.08,1.69,0.28,0.44
Xiye,LGD Gaming,3,40,0.50,136,89,222,4.00,0.71,0.27,0.19,0.25,-57,15,-2.4,8.30,0.25,466,0.25,266,0.24,0.34,0.22,0.55
XLB,Royal Never Give Up,2,39,0.56,126,90,232,4.00,0.69,0.24,0.20,0.41,32,-118,-3.5,5.20,0.14,281,0.15,198,0.18,0.64,0.48,0.54
xubin,Dominus Esports,4,30,0.60,79,77,135,2.80,0.66,0.24,0.15,0.17,-312,-278,-8.6,9.00,0.32,442,0.26,274,0.26,0.37,0.37,0.20
Xx,LNG Esports,2,36,0.56,46,84,220,3.20,0.72,0.12,0.19,0.22,-182,-216,-3.8,5.40,0.16,209,0.11,180,0.17,0.42,0.41,0.36
y4,Victory Five,4,5,0.60,19,3,32,17.00,0.79,0.29,0.08,0.20,36,179,-0.6,8.80,0.31,427,0.24,297,0.26,0.39,0.39,0.80
Yagao,JD Gaming,3,39,0.49,152,64,268,6.60,0.70,0.25,0.15,0.23,78,110,0.3,8.50,0.25,495,0.25,286,0.24,0.42,0.25,0.72
Youdang,Rogue Warriors,2,5,0.40,7,22,18,1.10,0.66,0.18,0.20,0.40,-110,-169,-6.2,4.60,0.14,197,0.12,169,0.19,0.36,0.25,0.00
Yui,Dominus Esports,5,21,0.62,15,78,134,1.90,0.67,0.07,0.23,0.19,-9,1,1.7,1.10,0.03,161,0.10,91,0.09,1.49,0.32,0.14
yuyanjia,Top Esports,5,37,0.54,27,86,378,4.70,0.67,0.05,0.20,0.27,-82,-65,-1,1.00,0.02,163,0.08,109,0.09,1.63,0.28,0.73
Zeka,Vici Gaming,3,34,0.47,132,47,170,6.40,0.69,0.30,0.12,0.26,41,113,-1.2,7.70,0.22,489,0.26,251,0.23,0.45,0.18,0.50
Zoom,JD Gaming,1,39,0.46,116,86,255,4.30,0.62,0.19,0.21,0.10,-116,-34,-1,8.20,0.24,446,0.22,269,0.22,0.46,0.14,0.72
ZWuJi,Rogue Warriors,4,36,0.69,100,100,198,3.00,0.71,0.24,0.17,0.25,-125,-72,-3.6,8.90,0.33,536,0.31,272,0.27,0.35,0.41,0.31
AHaHaCiK,Unicorns Of Love.CIS,2,12,0.50,48,21,98,7.00,0.62,0.20,0.21,0.33,90,-37,-7.1,5.20,0.16,294,0.13,242,0.18,0.42,0.28,1.00
Anechek,Elements Pro Gaming,2,13,0.31,30,41,46,1.90,0.66,0.26,0.21,0.23,-71,70,1.8,6.00,0.20,300,0.17,198,0.21,0.37,0.33,0.23
Aoi Haru,Dragon Army,1,12,0.50,23,31,58,2.60,0.62,0.18,0.18,0.25,23,280,5.2,7.10,0.22,359,0.19,210,0.20,0.44,0.07,0.33
Argonavt,Dragon Army,4,12,0.42,25,24,68,3.90,0.71,0.19,0.14,0.08,129,157,15.9,9.10,0.31,589,0.30,271,0.26,0.36,0.24,0.33
arnax,Dragon Army,3,12,0.67,45,39,46,2.30,0.70,0.34,0.23,0.25,-98,-85,0.4,8.40,0.28,510,0.27,264,0.26,0.44,0.25,0.33
BOSS,Unicorns Of Love.CIS,1,12,0.33,52,25,52,4.20,0.44,0.22,0.26,0.08,297,8,0.8,7.70,0.25,428,0.19,290,0.21,0.35,0.11,1.00
CblpHuK,Elements Pro Gaming,5,13,0.62,8,33,70,2.40,0.67,0.07,0.17,0.23,-11,-37,4.4,1.60,0.06,157,0.09,92,0.10,1.25,0.34,0.23
Diamondprox,Gambit Esports,2,12,0.67,31,15,80,7.40,0.62,0.17,0.16,0.58,496,492,10,6.60,0.18,344,0.17,246,0.19,0.54,0.48,0.92
Dimonko,Dragon Army,5,12,0.42,12,39,76,2.30,0.67,0.09,0.23,0.08,-322,-215,-10.3,1.20,0.04,206,0.10,95,0.09,1.26,0.33,0.33
Dreampullka,Gambit Esports,1,12,0.67,33,22,64,4.40,0.54,0.18,0.24,0.42,367,191,7.6,8.30,0.25,393,0.20,278,0.21,0.41,0.08,0.92
Gadget,Unicorns Of Love.CIS,4,12,0.42,55,17,90,8.50,0.61,0.23,0.17,0.25,275,394,2.9,8.70,0.27,606,0.28,319,0.24,0.34,0.41,1.00
Griffon,Vega Squadron,3,13,0.62,27,47,39,1.40,0.70,0.29,0.26,0.08,-127,79,3.2,9.10,0.29,440,0.33,252,0.27,0.44,0.19,0.15
ItsCortez,Dragon Army,2,12,0.42,26,40,51,1.90,0.59,0.20,0.23,0.25,12,117,7.5,5.60,0.16,285,0.15,193,0.19,0.27,0.35,0.33
Jestkui Max,One Breath Gaming,5,12,0.25,13,28,101,4.10,0.75,0.09,0.24,0.33,101,-52,-0.4,1.10,0.03,140,0.08,110,0.10,1.34,0.29,0.67
Keysie,RoX,3,12,0.67,17,61,43,1.00,0.62,0.18,0.31,0.25,-301,-301,-4.8,7.80,0.24,395,0.27,211,0.22,0.49,0.14,0.17
Kinzu,One Breath Gaming,4,12,0.58,38,19,56,4.90,0.61,0.25,0.17,0.25,119,25,0.3,8.80,0.30,454,0.25,274,0.25,0.54,0.27,0.67
Kira,Elements Pro Gaming,1,13,0.69,22,54,45,1.20,0.58,0.19,0.27,0.15,-350,-252,-4.9,7.30,0.24,431,0.25,221,0.23,0.51,0.21,0.23
Kreox,One Breath Gaming,2,12,0.58,29,27,85,4.20,0.75,0.19,0.24,0.25,-139,-40,-2.8,5.70,0.19,310,0.17,207,0.19,0.41,0.34,0.67
Laynel,Elements Pro Gaming,3,13,0.15,27,42,56,2.00,0.72,0.23,0.21,0.15,-159,-179,-6.8,7.90,0.26,401,0.24,224,0.24,0.46,0.13,0.23
Lekcyc,Gambit Esports,5,12,0.67,12,13,101,8.70,0.63,0.07,0.14,0.25,159,146,-2.5,1.40,0.04,143,0.07,134,0.10,1.27,0.46,0.92
Meleks,Vega Squadron,5,7,0.43,2,14,33,2.50,0.65,0.04,0.15,0.00,-347,-105,-0.7,1.20,0.04,122,0.09,85,0.09,1.3,0.34,0.29
